Species;Year;Abundance;X;Y
Pelophylax spp.;2010;1;142373;6837071
Pelophylax spp.;2010;1;142596;6836404
Pelophylax spp.;2010;1;142382;6836925
Pelophylax spp.;2010;1;142613;6836413
Rana dalmatina;2010;1;248109;6795287
Rana dalmatina;2010;1;357337;6783846
Rana dalmatina;2010;1;200096;6837609
Rana dalmatina;2010;1;207017;6838040
Rana dalmatina;2010;1;185161;6770877
Rana dalmatina;2010;1;340060;6790045
Rana temporaria;2010;1;290694;6759354
Rana temporaria;2010;1;169026;6790044
Rana temporaria;2010;1;200096;6837609
Rana temporaria;2010;1;207017;6838040
Rana temporaria;2010;1;233558;6871697
Salamandra salamandra;2010;1;169026;6790044
Salamandra salamandra;2010;1;357337;6783846
Salamandra salamandra;2010;1;200096;6837609
Salamandra salamandra;2010;1;207017;6838040
Salamandra salamandra;2010;1;142382;6836925
Salamandra salamandra;2010;1;142613;6836413
Salamandra salamandra;2010;1;358387;6831027
Salamandra salamandra;2010;1;344875;6829343
Salamandra salamandra;2010;1;248109;6795287
Salamandra salamandra;2010;1;257224;6738159
Triturus marmoratus;2010;1;169026;6790044
Triturus marmoratus;2010;1;200096;6837609
Triturus marmoratus;2010;1;207017;6838040
Triturus marmoratus;2010;1;244528;6804452
Triturus marmoratus;2010;1;344875;6829343
Lissotriton helveticus;2018;1;296604;6834001
Lissotriton helveticus;2018;1;296658;6834124
Lissotriton helveticus;2018;1;296658;6834124
Lissotriton helveticus;2018;1;296677;6834163
Lissotriton helveticus;2018;1;296676;6834162
Lissotriton helveticus;2018;1;296684;6834178
Lissotriton helveticus;2018;1;296687;6834190
Lissotriton helveticus;2018;1;296692;6834200
Lissotriton helveticus;2018;1;296771;6834390
Lissotriton helveticus;2018;1;296777;6834394
Bufo spinosus;2017;1;296549;6833879
Bufo spinosus;2017;1;296571;6833920
Bufo spinosus;2017;1;296597;6833980
Bufo spinosus;2017;1;296598;6833989
Bufo spinosus;2017;1;296630;6834058
Bufo spinosus;2017;1;296638;6834076
Bufo spinosus;2017;1;296643;6834083
Bufo spinosus;2017;1;296643;6834083
Bufo spinosus;2017;1;296653;6834108
Bufo spinosus;2017;1;296661;6834132
Bufo spinosus;2017;1;296663;6834134
Bufo spinosus;2017;1;296669;6834143
Bufo spinosus;2017;1;296673;6834149
Bufo spinosus;2017;1;296679;6834166
Bufo spinosus;2017;1;296687;6834183
Bufo spinosus;2017;1;296717;6834254
Bufo spinosus;2017;1;296728;6834281
Bufo spinosus;2017;1;296755;6834335
Bufo spinosus;2017;1;296766;6834360
Bufo spinosus;2017;1;296788;6834413
Lissotriton helveticus;2017;1;296522;6833825
Lissotriton helveticus;2017;1;296535;6833845
Lissotriton helveticus;2017;1;296549;6833879
Lissotriton helveticus;2017;1;296557;6833899
Lissotriton helveticus;2017;1;296566;6833916
Lissotriton helveticus;2017;1;296579;6833937
Lissotriton helveticus;2017;1;296593;6833973
Lissotriton helveticus;2017;1;296593;6833973
Lissotriton helveticus;2017;1;296597;6833980
Lissotriton helveticus;2017;1;296598;6833989
Lissotriton helveticus;2017;1;296602;6833993
Lissotriton helveticus;2017;1;296602;6833992
Lissotriton helveticus;2017;1;296602;6833992
Lissotriton helveticus;2017;1;296609;6834006
Lissotriton helveticus;2017;1;296611;6834018
Lissotriton helveticus;2017;1;296611;6834018
Lissotriton helveticus;2017;1;296617;6834029
Lissotriton helveticus;2017;1;296636;6834070
Lissotriton helveticus;2017;1;296636;6834070
Lissotriton helveticus;2017;1;296643;6834083
Lissotriton helveticus;2017;1;296643;6834083
Lissotriton helveticus;2017;1;296645;6834092
Lissotriton helveticus;2017;1;296649;6834101
Lissotriton helveticus;2017;1;296654;6834117
Lissotriton helveticus;2017;1;296659;6834125
Lissotriton helveticus;2017;1;296661;6834132
Lissotriton helveticus;2017;1;296661;6834132
Lissotriton helveticus;2017;1;296669;6834143
Lissotriton helveticus;2017;1;296679;6834166
Lissotriton helveticus;2017;1;296687;6834183
Lissotriton helveticus;2017;1;296687;6834187
Lissotriton helveticus;2017;1;296692;6834198
Lissotriton helveticus;2017;1;296696;6834204
Lissotriton helveticus;2017;1;296699;6834209
Lissotriton helveticus;2017;1;296705;6834219
Lissotriton helveticus;2017;1;296707;6834225
Lissotriton helveticus;2017;1;296707;6834225
Lissotriton helveticus;2017;1;296709;6834231
Lissotriton helveticus;2017;1;296710;6834237
Lissotriton helveticus;2017;1;296712;6834243
Lissotriton helveticus;2017;1;296717;6834254
Lissotriton helveticus;2017;1;296723;6834258
Lissotriton helveticus;2017;1;296745;6834312
Lissotriton helveticus;2017;1;296747;6834320
Lissotriton helveticus;2017;1;296750;6834324
Lissotriton helveticus;2017;1;296755;6834335
Lissotriton helveticus;2017;1;296755;6834335
Lissotriton helveticus;2017;1;296759;6834346
Lissotriton helveticus;2017;1;296766;6834360
Lissotriton helveticus;2017;1;296767;6834369
Lissotriton helveticus;2017;1;296776;6834386
Lissotriton helveticus;2017;1;296776;6834386
Lissotriton helveticus;2017;1;296780;6834390
Lissotriton helveticus;2017;1;296784;6834395
Lissotriton helveticus;2017;1;296786;6834409
Lissotriton helveticus;2017;1;296788;6834413
Lissotriton helveticus;2017;1;296790;6834418
Lissotriton helveticus;2017;1;296795;6834428
Lissotriton helveticus;2017;1;296809;6834446
Triturus marmoratus;2017;1;296549;6833879
Triturus marmoratus;2017;1;296566;6833916
Triturus marmoratus;2017;1;296571;6833920
Triturus marmoratus;2017;1;296578;6833943
Triturus marmoratus;2017;1;296593;6833973
Triturus marmoratus;2017;1;296597;6833980
Triturus marmoratus;2017;1;296598;6833989
Triturus marmoratus;2017;1;296609;6834006
Triturus marmoratus;2017;1;296611;6834018
Triturus marmoratus;2017;1;296617;6834035
Triturus marmoratus;2017;1;296630;6834058
Triturus marmoratus;2017;1;296633;6834067
Triturus marmoratus;2017;1;296636;6834070
Triturus marmoratus;2017;1;296638;6834076
Triturus marmoratus;2017;1;296643;6834083
Triturus marmoratus;2017;1;296645;6834092
Triturus marmoratus;2017;1;296653;6834108
Triturus marmoratus;2017;1;296663;6834134
Triturus marmoratus;2017;1;296669;6834143
Triturus marmoratus;2017;1;296675;6834158
Triturus marmoratus;2017;1;296679;6834166
Triturus marmoratus;2017;1;296692;6834198
Triturus marmoratus;2017;1;296705;6834219
Triturus marmoratus;2017;1;296707;6834225
Triturus marmoratus;2017;1;296745;6834312
Triturus marmoratus;2017;1;296755;6834335
Triturus marmoratus;2017;1;296759;6834346
Triturus marmoratus;2017;1;296766;6834360
Triturus marmoratus;2017;1;296776;6834386
Triturus marmoratus;2017;1;296780;6834390
Triturus marmoratus;2017;1;296809;6834446
Lissotriton helveticus;2016;1;296597;6833992
Lissotriton helveticus;2016;1;296675;6834168
Lissotriton helveticus;2016;1;296675;6834168
Salamandra salamandra;2015;1;258808;6867496
Bufo spinosus;2014;1;259519;6807029
Bufo spinosus;2012;1;275613;6844674
Ichthyosaura alpestris;2012;1;275613;6844674
Pelophylax kl. esculentus;2010;1;334917;6834804
Rana dalmatina;2012;1;325484;6832777
Bufo spinosus;2010;1;292654;6846221
Lissotriton helveticus;2014;1;244795;6847226
Bufo spinosus;2012;1;257650;6824797
Lissotriton helveticus;2012;1;216329;6849477
Pelophylax kl. esculentus;2012;1;217814;6849755
Pelophylax spp.;2012;1;214009;6839275
Triturus marmoratus;2012;1;217814;6849755
Lissotriton helveticus;2019;1;296693;6834210
Triturus marmoratus;2019;1;296626;6834052
Rana dalmatina;2017;1;296662;6834138
Triturus marmoratus;2017;1;296606;6834012
Bufo spinosus;2012;1;261465;6849986
Lissotriton helveticus;2012;1;257891;6833234
Salamandra salamandra;2012;1;257891;6833234
Rana dalmatina;2011;1;268376;6823603
Ichthyosaura alpestris;2010;1;220717;6840820
Lissotriton helveticus;2010;1;220717;6840820
Salamandra salamandra;2010;1;220717;6840820
Bufo spinosus;2018;1;296675;6834160
Bufo spinosus;2018;1;296747;6834320
Bufo spinosus;2018;1;296755;6834335
Bufo spinosus;2018;1;296766;6834360
Bufo spinosus;2018;1;287776;6820783
Bufo spinosus;2018;1;287776;6820783
Bufo spinosus;2018;1;287776;6820783
Bufo spinosus;2018;1;287776;6820783
Ichthyosaura alpestris;2018;1;296755;6834335
Ichthyosaura alpestris;2018;1;296755;6834335
Ichthyosaura alpestris;2018;1;296786;6834409
Lissotriton helveticus;2018;1;296675;6834160
Lissotriton helveticus;2018;1;296687;6834187
Lissotriton helveticus;2018;1;296705;6834219
Lissotriton helveticus;2018;1;296707;6834225
Lissotriton helveticus;2018;1;296710;6834237
Lissotriton helveticus;2018;1;296712;6834243
Lissotriton helveticus;2018;1;296717;6834254
Lissotriton helveticus;2018;1;296732;6834286
Rana dalmatina;2018;1;296602;6833992
Salamandra salamandra;2018;1;228762;6843269
Triturus marmoratus;2018;1;296593;6833973
Triturus marmoratus;2018;1;296675;6834160
Bufo spinosus;2017;1;296526;6833829
Bufo spinosus;2017;1;296542;6833863
Bufo spinosus;2017;1;296543;6833869
Bufo spinosus;2017;1;296547;6833875
Bufo spinosus;2017;1;296558;6833902
Bufo spinosus;2017;1;296576;6833945
Bufo spinosus;2017;1;296593;6833980
Bufo spinosus;2017;1;296596;6833985
Bufo spinosus;2017;1;296606;6834012
Bufo spinosus;2017;1;296609;6834018
Bufo spinosus;2017;1;296612;6834024
Bufo spinosus;2017;1;296647;6834103
Bufo spinosus;2017;1;296653;6834116
Bufo spinosus;2017;1;296655;6834124
Bufo spinosus;2017;1;296660;6834133
Bufo spinosus;2017;1;296662;6834138
Bufo spinosus;2017;1;296669;6834154
Bufo spinosus;2017;1;296675;6834168
Bufo spinosus;2017;1;296756;6834348
Bufo spinosus;2017;1;296763;6834367
Bufo spinosus;2017;1;296770;6834384
Lissotriton helveticus;2017;1;296557;6833899
Lissotriton helveticus;2017;1;296566;6833923
Lissotriton helveticus;2017;1;296580;6833951
Lissotriton helveticus;2017;1;296587;6833968
Lissotriton helveticus;2017;1;296596;6833985
Lissotriton helveticus;2017;1;296603;6834006
Lissotriton helveticus;2017;1;296609;6834018
Lissotriton helveticus;2017;1;296617;6834037
Lissotriton helveticus;2017;1;296620;6834040
Lissotriton helveticus;2017;1;296622;6834047
Lissotriton helveticus;2017;1;296628;6834062
Lissotriton helveticus;2017;1;296644;6834096
Lissotriton helveticus;2017;1;296655;6834124
Lissotriton helveticus;2017;1;296660;6834133
Lissotriton helveticus;2017;1;296669;6834154
Lissotriton helveticus;2017;1;296761;6834360
Lissotriton helveticus;2017;1;296763;6834367
Lissotriton helveticus;2017;1;296773;6834387
Lissotriton helveticus;2017;1;296778;6834402
Lissotriton helveticus;2017;1;296788;6834425
Lissotriton helveticus;2017;1;296798;6834446
Lissotriton helveticus;2017;1;296802;6834454
Lissotriton helveticus;2017;1;296778;6834410
Lissotriton helveticus;2017;1;296715;6834261
Rana dalmatina;2017;1;296601;6834001
Triturus marmoratus;2017;1;296566;6833923
Triturus marmoratus;2017;1;296596;6833985
Triturus marmoratus;2017;1;296609;6834018
Triturus marmoratus;2017;1;296615;6834030
Triturus marmoratus;2017;1;296628;6834062
Triturus marmoratus;2017;1;296632;6834069
Triturus marmoratus;2017;1;296647;6834103
Triturus marmoratus;2017;1;296655;6834124
Triturus marmoratus;2017;1;296660;6834133
Triturus marmoratus;2017;1;296672;6834162
Triturus marmoratus;2017;1;296675;6834168
Triturus marmoratus;2017;1;296756;6834348
Triturus marmoratus;2017;1;296798;6834446
Triturus marmoratus;2017;1;296715;6834261
Lissotriton helveticus;2014;1;235540;6856048
Lissotriton helveticus;2014;1;235431;6856092
Rana temporaria;2010;1;288597;6826170
Rana temporaria;2010;1;293071;6819783
Lissotriton helveticus;2018;1;296656;6834121
Lissotriton helveticus;2018;1;296692;6834200
Lissotriton helveticus;2018;1;296702;6834221
Lissotriton helveticus;2018;1;296781;6834402
Bufo spinosus;2017;1;259519;6807029
Bufo spinosus;2017;1;296636;6834070
Bufo spinosus;2017;1;296673;6834149
Bufo spinosus;2017;1;296675;6834160
Bufo spinosus;2017;1;296709;6834231
Bufo spinosus;2017;1;296771;6834378
Lissotriton helveticus;2017;1;296549;6833879
Lissotriton helveticus;2017;1;296554;6833889
Lissotriton helveticus;2017;1;296593;6833973
Lissotriton helveticus;2017;1;296602;6833993
Lissotriton helveticus;2017;1;296602;6833992
Lissotriton helveticus;2017;1;296612;6834015
Lissotriton helveticus;2017;1;296628;6834049
Lissotriton helveticus;2017;1;296630;6834058
Lissotriton helveticus;2017;1;296643;6834083
Lissotriton helveticus;2017;1;296643;6834083
Lissotriton helveticus;2017;1;296645;6834092
Lissotriton helveticus;2017;1;296654;6834117
Lissotriton helveticus;2017;1;296661;6834132
Lissotriton helveticus;2017;1;296665;6834140
Lissotriton helveticus;2017;1;296673;6834149
Lissotriton helveticus;2017;1;296675;6834160
Lissotriton helveticus;2017;1;296679;6834166
Lissotriton helveticus;2017;1;296683;6834174
Lissotriton helveticus;2017;1;296687;6834183
Lissotriton helveticus;2017;1;296687;6834187
Lissotriton helveticus;2017;1;296696;6834204
Lissotriton helveticus;2017;1;296705;6834219
Lissotriton helveticus;2017;1;296707;6834225
Lissotriton helveticus;2017;1;296709;6834231
Lissotriton helveticus;2017;1;296710;6834237
Lissotriton helveticus;2017;1;296716;6834252
Lissotriton helveticus;2017;1;296717;6834254
Lissotriton helveticus;2017;1;296723;6834258
Lissotriton helveticus;2017;1;296723;6834258
Lissotriton helveticus;2017;1;296726;6834272
Lissotriton helveticus;2017;1;296726;6834272
Lissotriton helveticus;2017;1;296750;6834324
Lissotriton helveticus;2017;1;296755;6834335
Lissotriton helveticus;2017;1;296759;6834346
Lissotriton helveticus;2017;1;296767;6834369
Lissotriton helveticus;2017;1;296773;6834378
Lissotriton helveticus;2017;1;296786;6834409
Lissotriton helveticus;2017;1;296788;6834413
Lissotriton helveticus;2017;1;296795;6834428
Lissotriton helveticus;2017;1;296795;6834428
Lissotriton helveticus;2017;1;296809;6834446
Rana dalmatina;2017;1;296609;6834006
Salamandra salamandra;2017;1;296564;6833902
Triturus marmoratus;2017;1;296566;6833916
Triturus marmoratus;2017;1;296571;6833920
Triturus marmoratus;2017;1;296571;6833920
Triturus marmoratus;2017;1;296593;6833973
Triturus marmoratus;2017;1;296598;6833989
Triturus marmoratus;2017;1;296611;6834018
Triturus marmoratus;2017;1;296633;6834067
Triturus marmoratus;2017;1;296649;6834101
Triturus marmoratus;2017;1;296653;6834108
Triturus marmoratus;2017;1;296661;6834132
Triturus marmoratus;2017;1;296665;6834140
Triturus marmoratus;2017;1;296669;6834143
Triturus marmoratus;2017;1;296673;6834149
Triturus marmoratus;2017;1;296692;6834198
Triturus marmoratus;2017;1;296707;6834225
Triturus marmoratus;2017;1;296710;6834237
Triturus marmoratus;2017;1;296717;6834254
Triturus marmoratus;2017;1;296759;6834346
Triturus marmoratus;2017;1;296766;6834360
Triturus marmoratus;2017;1;296776;6834386
Triturus marmoratus;2017;1;296797;6834432
Lissotriton helveticus;2016;1;296562;6833910
Bufo spinosus;2015;1;259519;6807029
Bufo spinosus;2015;1;259519;6807029
Salamandra salamandra;2015;1;259519;6807029
Rana temporaria;2014;1;244727;6847119
Salamandra salamandra;2014;1;244722;6847164
Bufo spinosus;2014;1;259519;6807029
Rana dalmatina;2015;1;234371;6875988
Rana dalmatina;2015;1;233996;6876491
Rana temporaria;2010;1;319598;6836251
Salamandra salamandra;2010;1;246045;6827833
Bufo spinosus;2014;1;231725;6855122
Bufo spinosus;2014;1;231725;6855122
Hyla arborea;2015;1;215951;6851532
Pelophylax kl. esculentus;2015;1;215683;6850906
Bufo spinosus;2011;1;236531;6832439
Bufo spinosus;2011;1;238447;6821190
Pelophylax spp.;2011;1;236531;6832439
Rana dalmatina;2015;1;287653;6830877
Bufo spinosus;2012;1;282640;6823931
Bufo spinosus;2011;1;228428;6846154
Bufo spinosus;2011;1;230534;6844151
Bufo spinosus;2011;1;230341;6844540
Lissotriton helveticus;2011;1;231566;6860221
Pelodytes punctatus;2011;1;277712;6834663
Rana temporaria;2011;1;277707;6834663
Salamandra salamandra;2018;1;219558;6868345
Salamandra salamandra;2012;1;277298;6842962
Lissotriton helveticus;2013;1;272896;6841009
Lissotriton helveticus;2013;1;273168;6840908
Lissotriton helveticus;2013;1;272094;6841173
Lissotriton helveticus;2013;1;277190;6838661
Lissotriton helveticus;2013;1;277074;6837914
Rana dalmatina;2012;1;215776;6849079
Alytes obstetricans;2011;1;252066;6837070
Bufo spinosus;2011;1;252066;6837070
Ichthyosaura alpestris;2011;1;252066;6837070
Lissotriton helveticus;2011;1;316318;6811565
Lissotriton helveticus;2011;1;252066;6837070
Lissotriton helveticus;2011;1;316318;6811565
Rana temporaria;2011;1;252066;6837070
Salamandra salamandra;2011;1;252066;6837070
Salamandra salamandra;2011;1;316318;6811565
Triturus marmoratus;2019;1;296644;6834100
Rana dalmatina;2011;1;282966;6839418
Rana dalmatina;2011;1;282966;6839418
Rana dalmatina;2011;1;282966;6839418
Salamandra salamandra;2010;1;261812;6853537
Lissotriton helveticus;2019;1;296736;6834302
Bufo spinosus;2018;1;293068;6828243
Bufo spinosus;2018;1;296675;6830424
Bufo spinosus;2018;1;300176;6837507
Bufo spinosus;2018;1;296669;6834143
Bufo spinosus;2018;1;296726;6834272
Bufo spinosus;2018;1;287776;6820783
Bufo spinosus;2018;1;287776;6820783
Bufo spinosus;2018;1;287776;6820783
Bufo spinosus;2018;1;287776;6820783
Bufo spinosus;2018;1;287776;6820783
Ichthyosaura alpestris;2018;1;296626;6834043
Lissotriton helveticus;2018;1;296626;6834043
Lissotriton helveticus;2018;1;296643;6834083
Lissotriton helveticus;2018;1;296649;6834101
Lissotriton helveticus;2018;1;296669;6834143
Lissotriton helveticus;2018;1;296705;6834219
Lissotriton helveticus;2018;1;296712;6834243
Lissotriton helveticus;2018;1;296714;6834248
Lissotriton helveticus;2018;1;296719;6834259
Lissotriton helveticus;2018;1;296766;6834360
Lissotriton helveticus;2018;1;296788;6834420
Pelophylax spp.;2018;1;296679;6834166
Rana temporaria;2018;1;291017;6820461
Rana temporaria;2018;1;294345;6830298
Rana temporaria;2018;1;297141;6831397
Rana temporaria;2018;1;299091;6832450
Rana temporaria;2018;1;300341;6840401
Rana temporaria;2018;1;300311;6840414
Rana temporaria;2018;1;291987;6821114
Rana temporaria;2018;1;295996;6830626
Rana temporaria;2018;1;300085;6829673
Rana temporaria;2018;1;300228;6837562
Rana temporaria;2018;1;300156;6840562
Rana temporaria;2018;1;300862;6841701
Rana temporaria;2018;1;297474;6838392
Bufo spinosus;2017;1;296542;6833863
Bufo spinosus;2017;1;296543;6833869
Bufo spinosus;2017;1;296547;6833875
Bufo spinosus;2017;1;296553;6833892
Bufo spinosus;2017;1;296615;6834030
Bufo spinosus;2017;1;296660;6834133
Bufo spinosus;2017;1;296669;6834154
Lissotriton helveticus;2017;1;296528;6833834
Lissotriton helveticus;2017;1;296553;6833892
Lissotriton helveticus;2017;1;296574;6833938
Lissotriton helveticus;2017;1;296586;6833963
Lissotriton helveticus;2017;1;296587;6833968
Lissotriton helveticus;2017;1;296593;6833980
Lissotriton helveticus;2017;1;296600;6833997
Lissotriton helveticus;2017;1;296603;6834006
Lissotriton helveticus;2017;1;296606;6834012
Lissotriton helveticus;2017;1;296612;6834024
Lissotriton helveticus;2017;1;296615;6834030
Lissotriton helveticus;2017;1;296620;6834040
Lissotriton helveticus;2017;1;296622;6834047
Lissotriton helveticus;2017;1;296626;6834055
Lissotriton helveticus;2017;1;296672;6834162
Lissotriton helveticus;2017;1;296756;6834348
Lissotriton helveticus;2017;1;296778;6834402
Lissotriton helveticus;2017;1;296609;6834018
Lissotriton helveticus;2017;1;296780;6834406
Lissotriton helveticus;2017;1;296715;6834261
Salamandra salamandra;2017;1;296525;6833824
Triturus marmoratus;2017;1;296581;6833953
Triturus marmoratus;2017;1;296596;6833985
Triturus marmoratus;2017;1;296609;6834018
Triturus marmoratus;2017;1;296615;6834030
Triturus marmoratus;2017;1;296626;6834055
Triturus marmoratus;2017;1;296649;6834109
Triturus marmoratus;2017;1;296653;6834116
Triturus marmoratus;2017;1;296655;6834124
Triturus marmoratus;2017;1;296662;6834138
Triturus marmoratus;2017;1;296669;6834154
Triturus marmoratus;2017;1;296752;6834338
Triturus marmoratus;2017;1;296763;6834367
Triturus marmoratus;2017;1;296770;6834384
